DocumentID,Date,SalePrice,PropertyID,PropertyType,ym,zhvi_px,zhvi_idx,AdjSalePrice,NbrLivingUnits,SqFtLot,SqFtTotLiving,SqFtFinBasement,Bathrooms,Bedrooms,BldgGrade,YrBuilt,YrRenovated,TrafficNoise,LandVal,ImpsVal,ZipCode,NewConstruction
28,4/21/08,635000,11500510,Single Family,4/1/08,411700,0.946001838,671246,1,9093,2280,0,2.5,4,10,1990,0,1,255000,416000,98052,FALSE
29,8/25/09,520000,11500510,Single Family,8/1/09,352600,0.810202206,641815,1,9093,2280,0,2.5,4,10,1990,0,1,255000,416000,98052,FALSE
30,12/17/12,730000,11500890,Single Family,12/1/12,339400,0.779871324,936052,1,8750,3130,0,2.5,3,10,1991,0,0,269000,514000,98052,FALSE
31,7/1/10,605000,11501310,Single Family,7/1/10,342800,0.787683824,768075,1,9055,3060,600,3.25,3,10,1994,0,0,281000,511000,98052,FALSE
32,4/3/06,778000,11501330,Single Family,4/1/06,396500,0.911075368,853936,1,10223,3190,630,3.5,3,10,1994,0,0,269000,529000,98052,FALSE
33,1/7/11,635000,11510310,Single Family,1/1/11,328100,0.75390625,842280,1,13412,3130,990,2.75,4,9,1993,0,0,281000,433000,98052,FALSE
34,2/23/06,569950,11510360,Single Family,2/1/06,387600,0.890625,639944,1,9021,2660,0,2.5,3,9,1992,0,0,269000,394000,98052,FALSE
35,12/2/11,527000,11510400,Single Family,12/1/11,311900,0.716681985,735333,1,9948,2230,0,2.75,3,9,1993,0,0,269000,347000,98052,FALSE
36,1/7/08,585000,11520030,Single Family,1/1/08,421900,0.969439338,603442,1,9594,2341,0,2.5,4,9,1997,0,0,269000,347000,98052,FALSE
37,8/26/08,705000,11520090,Single Family,8/1/08,397900,0.914292279,771088,1,9185,3540,1510,3.75,4,9,1996,0,0,269000,483000,98052,FALSE
38,11/26/07,697500,11520400,Single Family,11/1/07,428400,0.984375,708571,1,9001,2470,0,2.5,3,9,1995,0,0,269000,382000,98052,FALSE
39,1/14/08,721500,11520550,Single Family,1/1/08,421900,0.969439338,744245,1,9012,2810,0,2.5,4,9,1996,0,0,269000,429000,98052,FALSE
40,5/1/06,695000,11520590,Single Family,5/1/06,400600,0.920496324,755027,1,9100,2590,0,2.5,4,9,1996,0,0,269000,402000,98052,FALSE
41,5/4/06,395000,11900010,Single Family,5/1/06,400600,0.920496324,429116,1,5420,2330,0,2.75,3,8,2003,0,1,87000,211000,98042,FALSE
42,1/12/06,330000,11900050,Single Family,1/1/06,383200,0.880514706,374781,1,4500,1850,0,2.5,3,8,2004,0,0,90000,185000,98042,FALSE
43,12/16/11,222300,11900050,Single Family,12/1/11,311900,0.716681985,310179,1,4500,1850,0,2.5,3,8,2004,0,0,90000,185000,98042,FALSE
44,11/29/07,369950,11900080,Single Family,11/1/07,428400,0.984375,375822,1,4800,1920,0,2.5,4,8,2004,0,0,90000,189000,98042,FALSE
45,8/18/06,377000,11900140,Single Family,8/1/06,411100,0.944623162,399101,1,4597,1850,0,2.5,3,8,2003,0,0,90000,183000,98042,FALSE
46,5/9/14,254000,11900140,Single Family,5/1/14,398100,0.914751838,277671,1,4597,1850,0,2.5,3,8,2003,0,0,90000,183000,98042,FALSE
47,1/18/07,279950,13001225,Single Family,1/1/07,425600,0.977941176,286265,1,5085,920,0,1,3,7,1954,0,2,80000,120000,98108,FALSE
48,11/15/06,338000,13002422,Single Family,11/1/06,421200,0.967830882,349235,1,2550,1480,660,2.5,3,7,2007,0,0,85000,159000,-1,FALSE
49,1/27/10,220000,13002422,Single Family,1/1/10,350800,0.806066176,272930,1,2550,1480,660,2.5,3,7,2007,0,0,85000,159000,-1,FALSE
50,1/26/06,259000,16000460,Single Family,1/1/06,383200,0.880514706,294146,1,5635,1190,0,1,3,7,1922,0,1,61000,127000,98002,FALSE
51,4/4/06,212000,16000500,Single Family,4/1/06,396500,0.911075368,232692,1,4543,1290,0,1,3,7,1951,0,0,61000,152000,98002,FALSE
52,10/8/14,515000,23500190,Single Family,10/1/14,407400,0.936121324,550142,1,7800,2470,1000,2.25,4,8,1975,0,0,269000,283000,98052,FALSE
53,6/8/06,535000,23500440,Single Family,6/1/06,404400,0.929227941,575747,1,9030,2730,1260,2.5,5,8,1976,0,0,269000,301000,98052,FALSE
54,5/2/12,447500,23500460,Single Family,5/1/12,318000,0.730698529,612428,1,9800,1980,680,2.75,4,8,1976,0,0,269000,270000,98052,FALSE
55,12/30/10,343000,23520190,Single Family,12/1/10,330600,0.759650735,451523,1,9750,1470,0,1.75,3,7,1978,0,0,269000,177000,98052,FALSE
56,9/24/08,518000,23520250,Single Family,9/1/08,394900,0.907398897,570862,1,11000,2410,1040,2.5,4,7,1978,0,0,269000,275000,98052,FALSE
57,10/6/10,359000,23520620,Single Family,10/1/10,334700,0.769071691,466797,1,9200,1850,490,2,3,7,1977,0,0,269000,190000,98052,FALSE
58,7/11/06,625000,31000020,Single Family,7/1/06,407700,0.936810662,667157,1,7140,1690,0,1.75,3,8,1955,0,0,541000,205000,98040,FALSE
59,5/25/07,638000,31000040,Single Family,5/1/07,432100,0.992876838,642577,1,7140,1510,0,1.5,3,8,1955,0,0,541000,166000,98040,FALSE
60,10/24/07,705000,31000131,Single Family,10/1/07,431300,0.991038603,711375,1,8568,1500,0,1.5,3,8,1954,0,0,541000,172000,98040,FALSE
61,5/21/07,699500,31000165,Single Family,5/1/07,432100,0.992876838,704518,1,7821,3620,830,3.5,5,10,1958,2010,0,541000,808000,98040,FALSE
62,4/13/12,1285000,31000165,Single Family,4/1/12,315200,0.724264706,1774213,1,7821,3620,830,3.5,5,10,1958,2010,0,541000,808000,98040,FALSE
63,10/5/06,830000,31000270,Single Family,10/1/06,418300,0.961167279,863533,1,8736,3060,1530,2.5,3,8,1956,0,0,500000,284000,98040,FALSE
64,1/30/12,350000,34001020,Single Family,1/1/12,311600,0.715992647,488832,1,4000,1240,620,2,3,6,1918,2012,0,194000,232000,98136,FALSE
65,5/19/08,435000,34001246,Single Family,5/1/08,407400,0.936121324,464683,1,5320,1490,250,1.75,3,8,1962,0,0,201000,282000,98136,FALSE
66,6/16/06,700000,34001648,Single Family,6/1/06,404400,0.929227941,753314,1,5098,1790,980,2.5,3,9,2005,0,0,289000,464000,98136,TRUE
67,10/25/10,660000,34001648,Single Family,10/1/10,334700,0.769071691,858177,1,5098,1790,980,2.5,3,9,2005,0,0,289000,464000,98136,FALSE
68,8/27/12,539800,34001765,Single Family,8/1/12,327500,0.752527574,717316,1,5460,2230,800,3.25,3,8,1977,0,0,231000,435000,98136,FALSE
69,11/24/14,872000,34001850,Single Family,11/1/14,410700,0.943704044,924019,1,4320,2720,650,3.25,4,9,2014,0,1,183000,476000,-1,TRUE
70,8/25/11,240000,34001865,Single Family,8/1/11,312700,0.718520221,334020,1,4320,760,0,1,2,6,1941,0,1,212000,120000,98136,FALSE
71,6/15/06,358950,37000505,Single Family,6/1/06,404400,0.929227941,386288,1,7980,2080,0,1.75,3,7,1937,0,0,189000,281000,98126,FALSE
72,7/9/10,289950,37000560,Single Family,7/1/10,342800,0.787683824,368105,1,5320,1180,0,1.75,3,7,1968,0,0,179000,174000,98126,FALSE
73,6/12/06,283000,40000006,Single Family,6/1/06,404400,0.929227941,304554,1,8631,1130,0,1.75,3,7,1955,0,0,91000,143000,98168,FALSE
74,3/20/14,357500,40000235,Single Family,3/1/14,392100,0.900965074,396797,1,8428,2130,0,2.5,5,7,2013,0,0,94000,275000,98168,TRUE
75,5/6/14,78000,40000362,Single Family,5/1/14,398100,0.914751838,85269,1,16344,780,0,1,2,5,1942,0,1,125000,1000,98168,FALSE
76,5/7/07,430450,40000511,Single Family,5/1/07,432100,0.992876838,433538,1,7288,1800,0,2.5,3,8,2007,0,1,102000,241000,98168,TRUE
77,8/16/06,289000,40000517,Single Family,8/1/06,411100,0.944623162,305942,1,7920,2100,1050,2,4,7,1967,0,1,102000,136000,98168,FALSE
78,5/9/08,235000,40000553,Single Family,5/1/08,407400,0.936121324,251036,1,19570,1400,300,1,2,6,1929,0,3,105000,77000,98168,FALSE
79,11/3/06,200000,40000961,Single Family,11/1/06,421200,0.967830882,206648,1,8140,700,0,1,1,6,1943,0,0,104000,70000,98168,FALSE
80,7/29/06,531000,41000387,Single Family,7/1/06,407700,0.936810662,566817,1,19350,5050,2500,3.75,5,9,1959,0,0,109000,351000,98188,FALSE
81,7/19/07,190000,41000454,Single Family,7/1/07,434200,0.997702206,190438,1,9000,880,0,1,2,5,1928,0,1,91000,37000,98188,FALSE
82,10/16/12,89000,41000454,Single Family,10/1/12,332400,0.763786765,116525,1,9000,880,0,1,2,5,1928,0,1,91000,37000,98188,FALSE
83,6/28/06,458000,41000551,Single Family,6/1/06,404400,0.929227941,492882,1,10498,2730,0,2.5,4,8,2002,0,0,114000,252000,98188,FALSE
84,10/13/06,225000,42000006,Single Family,10/1/06,418300,0.961167279,234090,1,9282,1500,0,1,5,6,1966,0,1,104000,161000,98168,FALSE
85,4/23/14,200000,42000127,Single Family,4/1/14,395300,0.908318015,220187,1,10080,1970,0,1.5,3,7,1966,0,0,114000,137000,98168,FALSE
86,6/12/07,271300,42000136,Single Family,6/1/07,433200,0.995404412,272553,1,9180,3670,0,4.25,6,10,2008,0,0,110000,531000,98168,FALSE
87,10/25/10,1713000,46100350,Single Family,10/1/10,334700,0.769071691,2227361,1,26540,5000,1590,3.5,5,10,2008,0,0,1013000,1053000,98040,FALSE
88,7/7/08,1852000,46100509,Single Family,7/1/08,400300,0.919806985,2013466,1,16240,5050,1200,3.25,4,11,1987,0,0,876000,813000,98040,FALSE
89,3/19/08,3650000,46100510,Single Family,3/1/08,415100,0.953814338,3826741,1,16750,6210,0,5.5,5,11,2009,0,0,2412000,2698000,98040,FALSE
90,5/25/06,281000,49000015,Single Family,5/1/06,400600,0.920496324,305270,1,8040,2220,1110,1.75,4,7,1955,0,0,161000,188000,98146,FALSE
91,8/28/06,200000,49000052,Single Family,8/1/06,411100,0.944623162,211725,1,7201,1250,0,1.75,3,6,1983,0,1,143000,134000,98146,FALSE
92,2/12/07,399950,49000083,Single Family,2/1/07,427800,0.982996324,406868,1,8336,1420,310,1.5,3,7,1955,0,0,161000,175000,98146,FALSE
93,9/19/07,421000,49500140,Single Family,9/1/07,433500,0.99609375,422651,1,8285,2160,0,2.5,4,7,1963,0,0,162000,188000,98059,FALSE
94,5/8/08,325775,49500160,Single Family,5/1/08,407400,0.936121324,348005,1,7984,1150,0,1,3,7,1961,0,0,162000,141000,98059,FALSE
95,7/9/07,450000,50300060,Single Family,7/1/07,434200,0.997702206,451036,1,13042,2520,0,3,5,8,2003,0,0,105000,241000,98042,FALSE
96,10/3/06,420000,50300240,Single Family,10/1/06,418300,0.961167279,436969,1,9520,2180,0,2.5,4,8,2004,0,0,105000,225000,98042,FALSE
97,1/4/13,277000,50300370,Single Family,1/1/13,342800,0.787683824,351664,1,8408,1900,0,2.5,4,8,2004,0,0,105000,209000,98042,FALSE
98,9/25/06,592000,50700010,Single Family,9/1/06,414800,0.953125,621115,1,15295,3340,0,2.5,4,10,1990,0,0,128000,344000,98023,FALSE
99,1/19/06,339950,51000220,Single Family,1/1/06,383200,0.880514706,386081,1,13125,2480,880,2.5,5,8,1977,0,0,108000,201000,98023,FALSE
100,6/18/12,380000,52000019,Townhouse,6/1/12,322000,0.739889706,513590,1,1155,920,80,2.5,3,7,2008,0,0,170000,276000,-1,FALSE
101,9/25/08,269000,53500020,Single Family,9/1/08,394900,0.907398897,296452,1,4046,1870,0,2.5,4,7,2007,0,1,80000,162000,-1,TRUE
102,10/9/12,222500,53500020,Single Family,10/1/12,332400,0.763786765,291312,1,4046,1870,0,2.5,4,7,2007,0,1,80000,162000,-1,FALSE
103,12/11/08,242000,53500060,Single Family,12/1/08,381600,0.876838235,275992,1,5845,1650,0,2.5,3,7,2007,0,1,80000,154000,-1,FALSE
104,9/26/08,269000,53500210,Single Family,9/1/08,394900,0.907398897,296452,1,5450,2060,0,2.5,3,7,2007,0,0,90000,174000,-1,TRUE
105,11/2/07,336874,53500260,Single Family,11/1/07,428400,0.984375,342221,1,4923,2410,0,2.5,3,7,2007,0,0,85000,186000,-1,FALSE
106,10/27/08,265704,53500280,Single Family,10/1/08,390600,0.897518382,296043,1,6357,2060,0,2.5,3,7,2007,0,0,85000,171000,-1,FALSE
107,10/29/09,270000,53500610,Single Family,10/1/09,351200,0.806985294,334579,1,4800,2660,0,2.5,4,7,2009,0,0,80000,197000,-1,TRUE
108,10/11/07,345702,53500630,Single Family,10/1/07,431300,0.991038603,348828,1,8475,2060,0,2.5,3,7,2007,0,0,80000,173000,-1,TRUE
109,7/28/09,265500,53500860,Single Family,7/1/09,354400,0.814338235,326032,1,3982,2390,0,2.5,4,7,2009,0,1,80000,182000,-1,TRUE
110,9/25/09,249500,53500900,Single Family,9/1/09,351800,0.808363971,308648,1,3815,2150,0,2.5,3,7,2009,0,1,80000,176000,-1,FALSE
111,3/17/07,805000,56000095,Single Family,3/1/07,429600,0.987132353,815493,1,5875,2600,1000,2.75,3,8,1929,0,2,286000,567000,98116,FALSE
112,8/28/07,689975,56000155,Single Family,8/1/07,434600,0.998621324,690928,1,5000,1560,780,1.75,2,7,1936,0,2,344000,151000,98116,FALSE
113,4/11/07,619950,59000080,Single Family,4/1/07,430900,0.990119485,626137,1,5000,2880,1440,2,4,8,1941,0,2,260000,275000,98116,FALSE
114,3/23/07,695000,59000150,Single Family,3/1/07,429600,0.987132353,704060,1,3440,1830,220,1.5,3,8,1941,0,2,201000,418000,98116,FALSE
115,11/3/06,531000,59000765,Single Family,11/1/06,421200,0.967830882,548650,1,6000,2480,1240,1.75,5,7,1955,0,1,259000,408000,98116,FALSE
116,4/25/06,385000,59500260,Single Family,4/1/06,396500,0.911075368,422578,1,7045,1810,360,2.5,4,7,1988,0,0,91000,224000,98032,FALSE
117,7/30/07,453000,66000025,Single Family,7/1/07,434200,0.997702206,454043,1,6300,1590,930,1.75,3,7,1925,0,0,238000,248000,98126,FALSE
118,3/23/06,391000,66000175,Single Family,3/1/06,392100,0.900965074,433979,1,6550,1850,0,2,3,7,1985,0,0,238000,276000,98126,FALSE
119,2/7/06,282000,66000280,Single Family,2/1/06,387600,0.890625,316632,1,6550,1810,0,1.5,3,7,1950,0,0,238000,249000,98126,FALSE
120,8/29/11,230000,66000350,Single Family,8/1/11,312700,0.718520221,320102,1,6600,2210,790,2.5,4,8,1943,2011,0,238000,429000,98136,FALSE
121,2/21/07,515000,66000410,Single Family,2/1/07,427800,0.982996324,523908,1,6500,1680,590,1.75,3,7,1944,0,0,238000,226000,98126,FALSE
122,6/13/13,425000,66000445,Single Family,6/1/13,366100,0.841222426,505217,1,6550,1810,770,1.5,3,7,1928,0,0,238000,239000,98126,FALSE
123,3/1/07,389950,66000450,Single Family,3/1/07,429600,0.987132353,395033,1,6550,1370,600,1.75,3,6,1914,0,0,238000,189000,98126,FALSE
124,5/14/09,375000,66000450,Single Family,5/1/09,360700,0.828814338,452454,1,6550,1370,600,1.75,3,6,1914,0,0,238000,189000,98126,FALSE
125,8/14/08,460000,66000460,Single Family,8/1/08,397900,0.914292279,503121,1,6550,1720,700,2,4,7,1975,0,0,238000,281000,98126,FALSE
126,2/27/06,290000,66000485,Single Family,2/1/06,387600,0.890625,325614,1,6419,1080,300,1,2,6,1918,0,0,238000,165000,98126,FALSE
127,1/18/06,630000,72000035,Single Family,1/1/06,383200,0.880514706,715491,1,4109,2810,1060,3,4,8,1918,2013,0,302000,663000,98103,FALSE
128,7/7/06,560000,72000040,Single Family,7/1/06,407700,0.936810662,597773,1,4109,2110,970,1.75,4,7,1924,0,0,302000,318000,98103,FALSE
129,4/21/09,575000,72000040,Single Family,4/1/09,365000,0.838694853,685589,1,4109,2110,970,1.75,4,7,1924,0,0,302000,318000,98103,FALSE
130,5/2/06,210000,84000052,Single Family,5/1/06,400600,0.920496324,228138,1,5040,1180,0,1,2,6,1942,0,2,83000,81000,98168,FALSE
131,4/7/11,125000,84000245,Single Family,4/1/11,318700,0.732306985,170693,1,9452,1100,0,1.75,3,6,1942,0,0,103000,80000,98146,FALSE
132,5/22/06,304000,84000310,Single Family,5/1/06,400600,0.920496324,330257,1,11475,1260,0,1,4,6,1942,0,0,108000,117000,98146,FALSE
133,11/6/13,185000,87000029,Single Family,11/1/13,382600,0.879136029,210434,1,10450,2930,840,2.5,7,7,1950,0,2,92000,120000,98055,FALSE
134,3/30/06,257000,87000256,Single Family,3/1/06,392100,0.900965074,285250,1,18090,1370,0,1,3,6,1947,0,0,138000,103000,98055,FALSE
135,1/26/11,320000,87000283,Single Family,1/1/11,328100,0.75390625,424456,1,7800,1980,0,2.5,3,8,1999,0,0,86000,221000,98055,FALSE
136,11/18/14,359950,87000283,Single Family,11/1/14,410700,0.943704044,381423,1,7800,1980,0,2.5,3,8,1999,0,0,86000,221000,98055,FALSE
137,6/14/06,389950,88000280,Single Family,6/1/06,404400,0.929227941,419649,1,29800,1270,0,0.75,2,6,1949,1990,0,155000,113000,98055,FALSE
138,9/6/06,289950,88000425,Single Family,9/1/06,414800,0.953125,304210,1,8500,1320,0,1.5,3,7,2003,0,1,87000,153000,98055,FALSE
139,6/3/08,530000,91000325,Single Family,6/1/08,403200,0.926470588,572063,1,4761,1530,300,1.5,3,7,1925,0,0,271000,364000,98103,FALSE
140,3/26/08,520000,97000120,Single Family,3/1/08,415100,0.953814338,545179,1,4000,1590,0,1,4,7,1907,0,1,249000,331000,98122,FALSE
141,8/31/06,880000,97000140,Single Family,8/1/06,411100,0.944623162,931588,1,6000,2280,930,2.5,4,8,1980,0,1,370000,487000,98122,FALSE
142,6/20/07,865000,97000275,Single Family,6/1/07,433200,0.995404412,868994,1,4000,3080,1020,2.5,5,8,1925,0,0,312000,532000,98122,FALSE
143,10/10/07,909950,97600030,Single Family,10/1/07,431300,0.991038603,918178,1,7601,3290,0,2.5,4,9,2007,0,0,276000,535000,-1,TRUE
144,8/9/07,799950,97600040,Single Family,8/1/07,434600,0.998621324,801054,1,5879,2920,0,2.75,5,9,2007,0,0,276000,507000,-1,TRUE
145,9/19/07,889950,97600050,Single Family,9/1/07,433500,0.99609375,893440,1,7577,3290,0,2.5,4,9,2007,0,0,276000,530000,-1,TRUE
146,1/16/08,842475,97600070,Single Family,1/1/08,421900,0.969439338,869033,1,6782,3500,0,3.5,4,9,2007,0,0,276000,560000,-1,TRUE
147,10/10/07,855950,97600090,Single Family,10/1/07,431300,0.991038603,863690,1,5216,2930,580,3.25,4,9,2007,0,0,276000,502000,-1,TRUE
148,10/1/07,849950,97600100,Single Family,10/1/07,431300,0.991038603,857636,1,5008,2940,180,2.75,4,9,2007,0,0,276000,518000,-1,TRUE
149,6/26/07,829950,97600120,Single Family,6/1/07,433200,0.995404412,833782,1,5100,2940,180,2.5,5,9,2007,0,0,276000,514000,-1,TRUE
150,4/16/10,628000,97600120,Single Family,4/1/10,349100,0.802159926,782886,1,5100,2940,180,2.5,5,9,2007,0,0,276000,514000,-1,FALSE
151,7/2/07,824950,97600140,Single Family,7/1/07,434200,0.997702206,826850,1,5000,2930,170,2.5,4,9,2007,0,0,276000,521000,-1,TRUE
152,5/16/07,899950,97600200,Single Family,5/1/07,432100,0.992876838,906406,1,5591,3850,930,3.5,6,9,2007,0,0,276000,559000,-1,TRUE
153,10/16/06,1020000,98000030,Single Family,10/1/06,418300,0.961167279,1061210,1,12946,5210,0,3.25,4,11,2002,0,1,288000,777000,98075,FALSE
154,11/27/06,1140000,98000100,Single Family,11/1/06,421200,0.967830882,1177892,1,17584,4610,0,4,5,11,2004,0,0,380000,721000,98075,FALSE
155,8/17/10,1274500,98000150,Single Family,8/1/10,339900,0.781020221,1631840,1,22093,4930,0,4,4,12,2004,0,0,371000,873000,98075,FALSE
156,6/28/06,1484402,98000190,Single Family,6/1/06,404400,0.929227941,1597457,1,17771,4960,0,4,4,12,2006,0,0,331000,885000,98075,TRUE
157,7/28/08,1645000,98000210,Single Family,7/1/08,400300,0.919806985,1788419,1,15400,5240,0,4.25,5,12,2007,0,0,353000,928000,98075,TRUE
158,1/4/07,1500000,98000300,Single Family,1/1/07,425600,0.977941176,1533835,1,14942,4950,0,4.25,5,11,2006,0,0,315000,788000,98075,TRUE
159,11/11/09,840000,98000310,Single Family,11/1/09,350900,0.806295956,1041801,1,14205,4630,0,3.5,4,11,2003,0,0,330000,737000,98075,FALSE
160,11/9/06,958000,98000560,Single Family,11/1/06,421200,0.967830882,989842,1,15151,3550,0,3.75,4,11,2004,0,0,299000,643000,98075,FALSE
161,12/13/10,705000,98000560,Single Family,12/1/10,330600,0.759650735,928058,1,15151,3550,0,3.75,4,11,2004,0,0,299000,643000,98075,FALSE
162,8/11/06,1095000,98000640,Single Family,8/1/06,411100,0.944623162,1159192,1,19098,4540,0,3.5,5,11,2003,0,0,337000,709000,98075,FALSE
163,11/7/07,1200000,98000780,Single Family,11/1/07,428400,0.984375,1219048,1,16531,5210,0,3.25,4,11,2002,0,0,326000,772000,98075,FALSE
164,10/18/10,865800,98000870,Single Family,10/1/10,334700,0.769071691,1125773,1,16271,4460,0,3.5,4,11,2001,0,0,369000,684000,98075,FALSE
165,10/26/06,1150000,98000880,Single Family,10/1/06,418300,0.961167279,1196462,1,17679,4220,0,4.25,4,11,2001,0,0,380000,687000,98075,FALSE
166,10/26/06,1455000,98001170,Single Family,10/1/06,418300,0.961167279,1513784,1,15783,4840,0,3.5,4,11,2006,0,0,304000,769000,98075,TRUE
167,12/27/07,1050000,98001220,Single Family,12/1/07,425200,0.977022059,1074694,1,15644,4160,0,4.5,4,11,2004,0,0,304000,696000,98075,FALSE
168,5/22/06,1110000,98001230,Single Family,5/1/06,400600,0.920496324,1205871,1,15709,4330,0,3.5,4,11,2005,0,0,304000,716000,98075,FALSE
169,8/18/06,1346950,98001240,Single Family,8/1/06,411100,0.944623162,1425913,1,14479,4630,0,4.5,4,11,2005,0,0,299000,757000,98075,TRUE
170,1/11/07,1225950,98001250,Single Family,1/1/07,425600,0.977941176,1253603,1,14837,3950,0,3.5,4,11,2006,0,0,299000,684000,98075,TRUE
171,4/26/06,949950,98020030,Single Family,4/1/06,396500,0.911075368,1042669,1,7338,3720,0,4.25,5,10,2004,0,0,276000,528000,98075,TRUE
172,7/23/11,647500,98020050,Single Family,7/1/11,314100,0.721737132,897141,1,7845,3550,0,3.5,4,10,2004,0,0,276000,507000,98075,FALSE
173,2/14/06,700250,98020150,Single Family,2/1/06,387600,0.890625,786246,1,7121,3150,0,2.5,4,10,2005,0,0,276000,463000,98075,FALSE
174,12/4/08,669000,98020220,Single Family,12/1/08,381600,0.876838235,762969,1,8938,3210,0,2.5,4,10,2005,0,0,280000,467000,98075,FALSE
175,6/20/08,709950,98020310,Single Family,6/1/08,403200,0.926470588,766295,1,7331,3230,0,2.5,4,10,2004,0,0,276000,465000,98075,FALSE
176,5/26/06,866750,98020410,Single Family,5/1/06,400600,0.920496324,941612,1,8030,3320,0,3.75,4,10,2005,0,0,280000,492000,98075,TRUE
177,3/21/06,885000,98020420,Single Family,3/1/06,392100,0.900965074,982280,1,8727,4070,0,3.5,4,10,2005,0,0,280000,561000,98075,TRUE
